year,Movie_name,Movie_url,Plot_summary,Diretor_name,Director_image_url,critic_score,actor1_name,actor1_image_url,actor2_name,actor2_image_url,actor3_name,actor3_image_url,actor4_name,actor4_image_url
1995,Waterworld,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",Kevin Reynolds,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MzQwOTEwMF5BMl5BanBnXkFtZTcwOTY0NTUyNw@@._V1_UY317_CR115,0,214,317_AL_.jpg",56,Kevin Costner,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDU1OTEyNF5BMl5BanBnXkFtZTgwNjI0MTk2MDE@._V1_UY317_CR0,0,214,317_AL_.jpg",Chaim Jeraffi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWM3MWYxNzQtNDA1Zi00MzU4LWI4NDctOWRiMGI1ZmUxOTM3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL_.jpg",Rick Aviles,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNjAwMjQ2ODZeQTJeQWpwZ15BbWU3MDY2ODI2MDg@._V1_UY317_CR0,0,214,317_AL_.jpg",R.D. Call,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NTQ5ODExNl5BMl5BanBnXkFtZTcwMjcwNDQ2Mw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
1995,Batman Forever,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,"Batman must battle Two-Face and The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",Joel Schumacher,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2OTc1ODgzNV5BMl5BanBnXkFtZTYwNjMxMTY1._V1_UY317_CR0,0,214,317_AL_.jpg",51,Val Kilmer,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_UY317_CR4,0,214,317_AL_.jpg",Tommy Lee Jones,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNjc4MDc0OV5BMl5BanBnXkFtZTcwOTc5OTUwOQ@@._V1_UX214_CR0,0,214,317_AL_.jpg",Jim Carrey,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjAwNzI0M15BMl5BanBnXkFtZTcwOTY1MTMyOQ@@._V1_UY317_CR22,0,214,317_AL_.jpg",Nicole Kidman,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjM5NDg4MF5BMl5BanBnXkFtZTcwNDg1OTQ4Nw@@._V1_UY317_CR10,0,214,317_AL_.jpg"
1995,Cutthroat Island,http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1,A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,Renny Harlin,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNjM5NTQ2MV5BMl5BanBnXkFtZTYwNzUxODE0._V1_UX214_CR0,0,214,317_AL_.jpg",No score,Geena Davis,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMTk5MTc3Ml5BMl5BanBnXkFtZTYwMDc0NDE0._V1_UY317_CR8,0,214,317_AL_.jpg",Matthew Modine,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MzQyOTM5MF5BMl5BanBnXkFtZTgwNDg2Njk2OTE@._V1_UY317_CR8,0,214,317_AL_.jpg",Frank Langella,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDc0NTI3Nl5BMl5BanBnXkFtZTcwMTgzNjQzMg@@._V1_UY317_CR5,0,214,317_AL_.jpg",Maury Chaykin,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NjA2NDg5Nl5BMl5BanBnXkFtZTcwOTMxNzkyOA@@._V1_UY317_CR8,0,214,317_AL_.jpg"
1995,Die Hard with a Vengeance,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",John McTiernan,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MTIwODY2Ml5BMl5BanBnXkFtZTYwMTk5MDQ3._V1_UY317_CR130,0,214,317_AL_.jpg",58,Bruce Willis,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MjMzMTE5OF5BMl5BanBnXkFtZTcwMzQ2ODE3Mw@@._V1_UY317_CR27,0,214,317_AL_.jpg",Jeremy Irons,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5Mzg2NDY5OV5BMl5BanBnXkFtZTcwMDQwNzA0Mg@@._V1_UY317_CR13,0,214,317_AL_.jpg",Samuel L. Jackson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NTQwMTYxNl5BMl5BanBnXkFtZTYwMjA1MzY1._V1_UX214_CR0,0,214,317_AL_.jpg",Graham Greene,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMTM3OTQyM15BMl5BanBnXkFtZTcwNzYxNTcyMQ@@._V1_UY317_CR15,0,214,317_AL_.jpg"
1995,First Knight,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",Jerry Zucker,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyNDAyNDkyN15BMl5BanBnXkFtZTcwODA0NjgwMw@@._V1_UY317_CR137,0,214,317_AL_.jpg",No score,Sean Connery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwNTM4MzctYjQzMi00NTA2LTljYWItNTYzNmE1MTYxN2RlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY317_CR16,0,214,317_AL_.jpg",Richard Gere,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NDQ2OTY4M15BMl5BanBnXkFtZTYwNTYyNjc4._V1_UY317_CR4,0,214,317_AL_.jpg",Julia Ormond,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMjU1NzQ2OF5BMl5BanBnXkFtZTgwNzYxODgzMTI@._V1_UY317_CR131,0,214,317_AL_.jpg",Ben Cross,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMTkxMDcxNV5BMl5BanBnXkFtZTcwOTg0NjM1Mg@@._V1_UY317_CR6,0,214,317_AL_.jpg"
1995,Braveheart,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,"When his secret bride is executed for assaulting an English soldier who tried to rape her, Sir William Wallace begins a revolt against King Edward I of England.",Mel Gibson,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_UY317_CR8,0,214,317_AL_.jpg",68,James Robinson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMDU0MzU2M15BMl5BanBnXkFtZTgwNDU5MDkxODE@._V1_UX214_CR0,0,214,317_AL_.jpg",Sean Lawlor,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MTM4NTQ3OF5BMl5BanBnXkFtZTcwMTI3MzYyMQ@@._V1_UY317_CR6,0,214,317_AL_.jpg",Sandy Nelson,https://www.ucl.ac.uk/chemeng/people/professional_services/no-photo,James Cosmo,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE4MDUzMzgyNl5BMl5BanBnXkFtZTcwNjgwNDcyMQ@@._V1_UY317_CR50,0,214,317_AL_.jpg"
1995,Money Train,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.",Joseph Ruben,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDU3MTI5MV5BMl5BanBnXkFtZTcwMDkxNDAxMw@@._V1_UY317_CR117,0,214,317_AL_.jpg",No score,Wesley Snipes,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4Mzk4MDk2NV5BMl5BanBnXkFtZTYwODgxNjc4._V1_UX214_CR0,0,214,317_AL_.jpg",Woody Harrelson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_UY317_CR1,0,214,317_AL_.jpg",Jennifer Lopez,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0OTY3ODA3OV5BMl5BanBnXkFtZTcwMzMyMzQ1NQ@@._V1_UY317_CR32,0,214,317_AL_.jpg",Robert Blake,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MDI0OTc0NF5BMl5BanBnXkFtZTYwNjk3ODU2._V1_UY317_CR16,0,214,317_AL_.jpg"
1995,Apollo 13,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Ron Howard,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMDczMjUxNF5BMl5BanBnXkFtZTcwODY1Njk5Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg",77,Tom Hanks,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_UY317_CR2,0,214,317_AL_.jpg",Bill Paxton,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjY2NTQwOTAyNV5BMl5BanBnXkFtZTcwNTUyNjYwMw@@._V1_UY317_CR8,0,214,317_AL_.jpg",Kevin Bacon,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTQxMTEyMjI0NV5BMl5BanBnXkFtZTgwODE4ODAzMjE@._V1_UX214_CR0,0,214,317_AL_.jpg",Gary Sinise,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE4NzcyMzU3OV5BMl5BanBnXkFtZTYwOTM2NDE2._V1_UY317_CR6,0,214,317_AL_.jpg"
1995,The American President,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,"Comedy-drama about a widowed U.S. president and a lobbyist who fall in love. It's all above-board, but ""politics is perception"" and sparks fly anyway.",Rob Reiner,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Njg1MDM2OV5BMl5BanBnXkFtZTcwMTE4NDk2Mw@@._V1_UY317_CR13,0,214,317_AL_.jpg",67,Michael Douglas,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NzMzOTQ3MF5BMl5BanBnXkFtZTcwOTE0MzY1Mw@@._V1_UY317_CR13,0,214,317_AL_.jpg",Annette Bening,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODQ1ODM5Ml5BMl5BanBnXkFtZTcwOTU2NDk3OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg",Martin Sheen,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM1MTA5MTY0MV5BMl5BanBnXkFtZTcwMTQ4OTUzMg@@._V1_UY317_CR7,0,214,317_AL_.jpg",Michael J. Fox,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzM0MjE4NF5BMl5BanBnXkFtZTcwMDkxMzEwMw@@._V1_UY317_CR1,0,214,317_AL_.jpg"
1995,GoldenEye,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,James Bond teams up with the lone survivor of a destroyed Russian research center to stop the hijacking of a nuclear space weapon by a fellow agent formerly believed to be dead.,Martin Campbell,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwODg0MjMwMV5BMl5BanBnXkFtZTYwMzY5NTU0._V1_UX214_CR0,0,214,317_AL_.jpg",65,Pierce Brosnan,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMjMxNzM4OV5BMl5BanBnXkFtZTcwNDM5NzkxMw@@._V1_UY317_CR9,0,214,317_AL_.jpg",Sean Bean,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMzc4MDk5OF5BMl5BanBnXkFtZTcwODg3MjUxNw@@._V1_UY317_CR8,0,214,317_AL_.jpg",Izabella Scorupco,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzM1MDEzMV5BMl5BanBnXkFtZTcwMDEyOTYyMQ@@._V1_UY317_CR6,0,214,317_AL_.jpg",Famke Janssen,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ5MjU2NTQ0OV5BMl5BanBnXkFtZTcwNzAzODU1Mg@@._V1_UY317_CR12,0,214,317_AL_.jpg"
1995,Under Siege 2: Dark Territory,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",Geoff Murphy,https://www.ucl.ac.uk/chemeng/people/professional_services/no-photo,No score,Steven Seagal,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTU4ODcyMV5BMl5BanBnXkFtZTYwMzkyMjA1._V1_UY317_CR9,0,214,317_AL_.jpg",Eric Bogosian,"https://images-na.ssl-images-amazon.com/images/M/MV5BODIxNDI3MTU1M15BMl5BanBnXkFtZTcwNTYxMjcxNA@@._V1_UX214_CR0,0,214,317_AL_.jpg",Everett McGill,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MDQ1NjgyOF5BMl5BanBnXkFtZTcwMjA1NzQyOA@@._V1_UY317_CR55,0,214,317_AL_.jpg",Katherine Heigl,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM0NDEwMjA1MV5BMl5BanBnXkFtZTcwMzQxMDI3Mg@@._V1_UY317_CR0,0,214,317_AL_.jpg"
1995,Pocahontas,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.,Mike Gabriel,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzEwZDIyYTEtZTQ2Yi00ZGU2LTk4OTEtZTI1NjBlNjZlYTFhXkEyXkFqcGdeQXVyMTQxMjk0Mg@@._V1_UY317_CR91,0,214,317_AL_.jpg",58,Irene Bedard,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTE2ODk2NV5BMl5BanBnXkFtZTYwMzAxMTI0._V1_UX214_CR0,0,214,317_AL_.jpg",Judy Kuhn,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDkyOTA1MV5BMl5BanBnXkFtZTcwMzAzODExOA@@._V1_UX214_CR0,0,214,317_AL_.jpg",Mel Gibson,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_UY317_CR8,0,214,317_AL_.jpg",David Ogden Stiers,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNDQxOTQyOF5BMl5BanBnXkFtZTYwMTIzNzM3._V1_UY317_CR8,0,214,317_AL_.jpg"
1995,Casper,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.,Brad Silberling,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMTMwMDgwOV5BMl5BanBnXkFtZTgwODM0Mzc0NzE@._V1_UY317_CR1,0,214,317_AL_.jpg",No score,Chauncey Leopardi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODk3Mzc4Ml5BMl5BanBnXkFtZTcwMzEyNjgwMw@@._V1_UY317_CR11,0,214,317_AL_.jpg",Spencer Vrooman,https://www.ucl.ac.uk/chemeng/people/professional_services/no-photo,Malachi Pearson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTA1Mzk3OF5BMl5BanBnXkFtZTgwODM4NDU2MDI@._V1_UY317_CR51,0,214,317_AL_.jpg",Cathy Moriarty,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzOTc1NjU4MjFeQTJeQWpwZ15BbWU2MDc3NjgzMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
1995,Crimson Tide,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so.",Tony Scott,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5OTI3MzcxMjdeQTJeQWpwZ15BbWU3MDY4MjQ2MjM@._V1_UX214_CR0,0,214,317_AL_.jpg",66,Denzel Washington,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NDU2Mzc3MV5BMl5BanBnXkFtZTcwNjAwNTE5OQ@@._V1_UY317_CR12,0,214,317_AL_.jpg",Gene Hackman,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5Njk0NDQ4OV5BMl5BanBnXkFtZTYwNjA0Mzc1._V1_UY317_CR1,0,214,317_AL_.jpg",Matt Craven,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTkyMzk4OF5BMl5BanBnXkFtZTgwMDI4NDAzNjE@._V1_UY317_CR1,0,214,317_AL_.jpg",George Dzundza,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MTgxNjkzMV5BMl5BanBnXkFtZTcwOTI0NDgwMw@@._V1_UY317_CR33,0,214,317_AL_.jpg"
1995,Casino,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,"Greed, deception, money, power, and murder occur between two best friends: a mafia underboss and a casino owner, for a trophy wife over a gambling empire.",Martin Scorsese,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDA4Nzk3N15BMl5BanBnXkFtZTcwNDYzMjMxMw@@._V1_UX214_CR0,0,214,317_AL_.jpg",73,Robert De Niro,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_UY317_CR13,0,214,317_AL_.jpg",Sharon Stone,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MDU1ODQwNF5BMl5BanBnXkFtZTcwOTc3MjQwNA@@._V1_UY317_CR4,0,214,317_AL_.jpg",Joe Pesci,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc3MTcxNDYxNV5BMl5BanBnXkFtZTcwOTI3NjE1Mw@@._V1_UX214_CR0,0,214,317_AL_.jpg",James Woods,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5ODIxNTcxNV5BMl5BanBnXkFtZTgwMjQ2ODYzMDI@._V1_UY317_CR51,0,214,317_AL_.jpg"
1995,Congo,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0Mzg1ODQzMV5BMl5BanBnXkFtZTYwNDk1NDY0._V1_UY317_CR7,0,214,317_AL_.jpg",22,Laura Linney,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMDc3Mzc2M15BMl5BanBnXkFtZTcwMjc5OTcyMg@@._V1_UY317_CR7,0,214,317_AL_.jpg",Dylan Walsh,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MDMwMDA2NF5BMl5BanBnXkFtZTcwODc3NDA5Mg@@._V1_UY317_CR2,0,214,317_AL_.jpg",Ernie Hudson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1ODMxNTc0N15BMl5BanBnXkFtZTgwMDIwODI2OTE@._V1_UX214_CR0,0,214,317_AL_.jpg",Tim Curry,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTQ2OTYwOF5BMl5BanBnXkFtZTYwMzEzMTA1._V1_UX214_CR0,0,214,317_AL_.jpg"
1995,Outbreak,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,"Extreme measures are necessary to contain an epidemic of a deadly airborne virus. But how extreme, exactly?",Wolfgang Petersen,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTQ5ODY4OV5BMl5BanBnXkFtZTYwMDcyMDI1._V1_UY317_CR1,0,214,317_AL_.jpg",65,Dustin Hoffman,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NzU0ODczMF5BMl5BanBnXkFtZTcwODEyMDY5Mg@@._V1_UY317_CR11,0,214,317_AL_.jpg",Rene Russo,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDI4MDE3MF5BMl5BanBnXkFtZTYwNzI3NjE0._V1_UX214_CR0,0,214,317_AL_.jpg",Morgan Freeman,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MDMyMzI2OF5BMl5BanBnXkFtZTcwMzM2OTk1MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg",Kevin Spacey,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2NhY2U2YjgtNTFhZS00NjkwLWI2YzAtYWViNmRhMmQ5YWZjXkEyXkFqcGdeQXVyMDkxMjMwMA@@._V1_UY317_CR87,0,214,317_AL_.jpg"
1995,Assassins,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,Richard Donner,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NzA2NjQzNl5BMl5BanBnXkFtZTYwNzg4NDQ0._V1_UY317_CR6,0,214,317_AL_.jpg",No score,Sylvester Stallone,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTk3NDU2OV5BMl5BanBnXkFtZTcwNTA3MTI0Mw@@._V1_UY317_CR6,0,214,317_AL_.jpg",Antonio Banderas,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyOTQ3NTYyNF5BMl5BanBnXkFtZTcwMTY2NjIzNQ@@._V1_UX214_CR0,0,214,317_AL_.jpg",Julianne Moore,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NDI1MjE2Ml5BMl5BanBnXkFtZTgwNDE0Nzk0MDE@._V1_UY317_CR7,0,214,317_AL_.jpg",Anatoli Davydov,https://www.ucl.ac.uk/chemeng/people/professional_services/no-photo
1995,The Scarlet Letter,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1,An affair between a young woman and a pastor has disastrous consequences.,Roland Joffe,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3ODgyNTYyMl5BMl5BanBnXkFtZTYwODgxNTA3._V1_UY317_CR82,0,214,317_AL_.jpg",No score,Demi Moore,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Mjc1MDE4MV5BMl5BanBnXkFtZTcwNzAyNDczNA@@._V1_UY317_CR9,0,214,317_AL_.jpg",Gary Oldman,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_UY317_CR0,0,214,317_AL_.jpg",Robert Duvall,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjk1MjA2Mjc2MF5BMl5BanBnXkFtZTcwOTE4MTUwMg@@._V1_UY317_CR6,0,214,317_AL_.jpg",Lisa Andoh,https://www.ucl.ac.uk/chemeng/people/professional_services/no-photo
1995,Jade,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",William Friedkin,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNjUzNzA0M15BMl5BanBnXkFtZTcwNzU5MDkwMw@@._V1_UY317_CR18,0,214,317_AL_.jpg",No score,David Caruso,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjYxMDEyM15BMl5BanBnXkFtZTYwNDcyOTk1._V1_UY317_CR25,0,214,317_AL_.jpg",Linda Fiorentino,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMzMxNjE3Ml5BMl5BanBnXkFtZTYwMTYwNzMz._V1_UX214_CR0,0,214,317_AL_.jpg",Chazz Palminteri,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNjU4NTUzOV5BMl5BanBnXkFtZTgwMTY3MDMzMTE@._V1_UY317_CR17,0,214,317_AL_.jpg",Richard Crenna,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NjcwMzg5MF5BMl5BanBnXkFtZTcwMTU2NzE0NA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
1995,The Indian in the Cupboard,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,On his ninth birthday a boy receives many presents. Two of them first seem to be less important: an old cupboard from his brother and a little Indian figure made of plastic from his best ...,Frank Oz,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NTM4ODA0OV5BMl5BanBnXkFtZTYwODMxMjQ0._V1_UY317_CR7,0,214,317_AL_.jpg",No score,Hal Scardino,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczODA4MDI3Ml5BMl5BanBnXkFtZTcwMzg4NjQyOA@@._V1_UY317_CR16,0,214,317_AL_.jpg",Litefoot,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NzQ3ODQ0MV5BMl5BanBnXkFtZTgwMTcyMzU2NTE@._V1_UX214_CR0,0,214,317_AL_.jpg",Lindsay Crouse,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDU4MDk1M15BMl5BanBnXkFtZTYwNDkxNDM3._V1_UY317_CR33,0,214,317_AL_.jpg",Richard Jenkins,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5MzA4NDcyN15BMl5BanBnXkFtZTcwMDkwNjQzMg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
1995,Nixon,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,"A biographical story of former U.S. president Richard Milhous Nixon, from his days as a young boy to his eventual presidency which ended in shame.",Oliver Stone,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMjExMTY3OV5BMl5BanBnXkFtZTcwNjY3MDA2MQ@@._V1_UY317_CR2,0,214,317_AL_.jpg",66,Anthony Hopkins,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1_UY317_CR6,0,214,317_AL_.jpg",Joan Allen,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MjIwNTk5Ml5BMl5BanBnXkFtZTcwNjA2MzQxMw@@._V1_UY317_CR9,0,214,317_AL_.jpg",Powers Boothe,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDQwMTI3MV5BMl5BanBnXkFtZTcwODcwMjM4NA@@._V1_UY317_CR1,0,214,317_AL_.jpg",Ed Harris,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NDM4ODc2OV5BMl5BanBnXkFtZTcwNzA5NjQ5MQ@@._V1_UY317_CR7,0,214,317_AL_.jpg"
